小区名称,均价,区域,板块,地址,物业公司,开发商,楼栋总数,房屋总数,经度_百度坐标,纬度_百度坐标,经度_WGS1984坐标,纬度_WGS1984坐标,metro,year,buildingType,propertyExpense
复地东湖国际五期,35214,武昌,中北路,(武昌中北路)中北路118号,武汉东湖高地物业管理有限公司,武汉复地房地产开发有限公司,6,941,114.35681025883,30.567038574388,114.344903469396,30.5630905246753,4,2014,3,2.54
省建设厅宿舍,35269,武昌,中南丁字桥,(武昌中南丁字桥)中南路14号,业主自筹物业,无开发商,11,487,114.341226,30.54387,114.329269106459,30.5401698533052,2,2000,3,0.5
建设大道613号,35415,江汉,CBD西北湖,(江汉CBD西北湖)建设大道613号,暂无信息,暂无信息,2,2,114.263078,30.59814,114.251227538769,30.5943828837305,0,0,0,-1.0
北环路35-37号,35453,武昌,水果湖,(武昌水果湖)北环路35号,无物业管理服务,武汉市市政建设集团有限公司,1,36,114.346025,30.553912,114.33409069191,30.5501218614387,2,0,1,-1.0
东湖天下,35581,洪山,东湖东亭,(洪山东湖东亭)东湖路189号,武汉市新世界物业管理有限公司,武汉市天时物业发展有限责任公司,13,920,114.378423,30.582616,114.366481760736,30.5786493631964,8,2006,3,1.98
省建科院宿舍,35605,武昌,中南丁字桥,(武昌中南丁字桥)中南路16号,无物业管理服务,武汉市市政建设集团有限公司,5,67,114.340716,30.543905,114.328757595015,30.5402147362641,2,2000,3,-1.0
湖北省科学技术厅住宅小区,35668,武昌,水果湖,(武昌水果湖)南苑村湖北省科学技术厅住宅小区,暂无信息,暂无信息,4,63,114.352521,30.546119,114.340593594725,30.5422261799765,0,0,1,-1.0
水果湖路254号,35728,武昌,水果湖,(武昌水果湖)水果湖路254号,暂无信息,暂无信息,1,12,114.35407,30.553202,114.342151280945,30.5492880282815,4,0,1,0.5
水果湖路1号,35771,武昌,水果湖,(武昌水果湖)水果湖路1号,暂无信息,暂无信息,5,136,114.346705,30.555092,114.334773397273,30.5512898290598,2,0,1,-1.0
东湖林语,35973,武昌,东湖东亭,(武昌东湖东亭)黄鹂路87号,武汉丽岛物业管理有限公司,武汉佳园房地产开发有限责任公司,24,463,114.3753947904,30.570554020893,114.363465732112,30.5665679426329,0,2001,1,1.0
教育局宿舍,36023,武昌,水果湖,(武昌水果湖)东一路18号,暂无信息,暂无信息,1,68,114.34845,30.550028,114.336518197994,30.5461967852915,2,0,1,-1.0
金凌育才雅苑,36035,江岸,育才花桥,(江岸育才花桥)黄孝河路7号,武汉麒麟物业管理有限公司,湖北金凌房地产开发有限公司,3,425,114.29113,30.615418,114.279137675944,30.6120925350478,3,2013,3,2.4
复地东湖国际七期,36105,武昌,中北路,(武昌中北路)中北路147号（原武重工厂）,武汉东湖高地物业管理有限公司,武汉复地房地产开发有限公司,8,689,114.363951,30.564034,114.352043076956,30.5600339451897,4,2017,1,2.55
张自忠小路,36115,江岸,黄埔永清,(江岸黄埔永清)张自忠小路5号,暂无信息,暂无信息,2,26,114.3176,30.609648,114.305573434698,30.6063376380061,8,0,1,-1.0
复地东湖国际一期,36474,武昌,中北路,(武昌中北路)中北路118号,武汉东湖高地物业管理有限公司,武汉复地房地产开发有限公司,14,806,114.36346705975,30.565779373988,114.351560341355,30.5617810376053,4,2010,3,2.55
中商宿舍,36476,武昌,中南丁字桥,(武昌中南丁字桥)中南一路25号,业主自筹物业,无开发商,3,319,114.337882,30.544297,114.325915158462,30.5406624370763,2,2004,3,0.6
复地东湖国际六期,36485,武昌,中北路,(武昌中北路)中北路118号,武汉东湖高地物业管理有限公司,武汉复地房地产开发有限公司,7,1060,114.355686,30.565534,114.343777524181,30.5615986565004,4,2015,3,2.55
复地东湖国际四期,36587,武昌,中北路,(武昌中北路)中北路118号,武汉东湖高地物业管理有限公司,武汉复地房地产开发有限公司,10,1425,114.35849023312,30.565348346452,114.346583729598,30.5613841913152,4,2012,3,2.55
绿地香颂,36683,汉阳,四新,(汉阳四新)四新大道绿地香颂,长城物业集团股份有限公司武汉分公司,暂无信息,2,10,114.218138,30.522877,114.20614714784,30.519297987428,0,2015,0,2.5
泛海国际香海园,36688,江汉,CBD西北湖,(江汉CBD西北湖)淮海路中段泛海国际香海园,泛海物业管理武汉有限公司,武汉中央商务区建设投资股份有限公司,5,319,114.254571,30.606898,114.242728923223,30.6030432762809,3,2016,3,4.95
张自忠路1号,37179,江岸,黄埔永清,(江岸黄埔永清)张自忠路1号,暂无信息,暂无信息,3,30,114.317597,30.608837,114.305571310388,30.6055272109577,8,0,0,-1.0
湖北省城市规划设计研究院,37307,武昌,中南丁字桥,(武昌中南丁字桥)中南一路47号,街道办事处（居委会）代管物业,无开发商,7,208,114.335076,30.545436,114.32310132837,30.5418570605548,2,1991,3,0.6
复地东湖国际二期,37390,武昌,中北路,(武昌中北路)中北路118号,武汉东湖高地物业管理有限公司,武汉复地房地产开发有限公司,6,816,114.36330252897,30.564334626048,114.351395176513,30.560337361115,4,2010,1,2.55
东湖楚世家,37464,武昌,东湖东亭,(武昌东湖东亭)黄鹂路68号,武汉市世纪物业管理有限公司,武汉明鸿经济发展有限公司,15,282,114.37312023136,30.57045585406,114.361198044786,30.5664569885011,0,2006,3,2.48
湖北建材宿舍,37614,武昌,中南丁字桥,(武昌中南丁字桥)中南一路45号,无物业管理服务,武汉市市政建设集团有限公司,7,169,114.335959,30.545288,114.323986987985,30.5416915533232,2,1990,1,-1.0
水利厅宿舍,38149,武昌,中南丁字桥,(武昌中南丁字桥)中南路17号,无物业管理服务,武汉市市政建设集团有限公司,9,517,114.33861,30.546284,114.32664727917,30.5426348893321,2,2000,1,0.6
武汉二师教工宿舍,38589,武昌,中南丁字桥,(武昌中南丁字桥)武珞路389号,街道办事处（居委会）代管物业,武汉市市政建设集团有限公司,3,140,114.334666,30.543574,114.322688320079,30.5400033045534,2,1997,1,-1.0
省幼师教工宿舍,38603,武昌,中南丁字桥,(武昌中南丁字桥)武珞路八巷武珞路391号,暂无信息,暂无信息,1,29,114.33606,30.543015,114.324086220889,30.5394167038089,2,1997,1,-1.0
融科天城四期,38675,江岸,三阳路,(江岸三阳路)三阳路融科天城四期,第一太平融科物业管理（北京）有限公司武汉分公司,融科智地（武汉）有限公司,8,559,114.3060499065,30.603647960682,114.294029271313,30.6004162937014,1,2012,3,3.85
常阳永清城,38711,江岸,黄埔永清,(江岸黄埔永清)解放大道1340号,武汉三缘物业服务有限公司,武汉川业世纪房地产开发有限公司,6,1571,114.31412213384,30.61449264666,114.302087302238,30.6112143211157,8,2007,1,1.8
汉口滨江公馆,39102,江岸,黄埔永清,(江岸黄埔永清)长春街48到54号,武汉市新世界物业管理有限公司,暂无信息,2,176,114.315788,30.610259,114.303758821207,30.6069678583123,8,2004,1,1.2
怡景花园,39414,江岸,黄埔永清,(江岸黄埔永清)芦沟桥路1号,深圳市瑞征物业管理有限公司,武汉新城置业发展有限公司,5,310,114.319456,30.611327,114.307430283501,30.6079926965811,8,2004,2,1.98
东湖尚郡,39678,洪山,团结大道,(洪山团结大道)中北路165号,港联物业（武汉）有限公司,湖北长源房地产开发有限责任公司,7,1136,114.37608447749,30.59179312419,114.364145877491,30.5878024888946,4,2011,1,1.65
万达御湖世家,39694,洪山,楚河汉街,(洪山楚河汉街)中北路171号,大连万达物业管理有限公司武汉分公司,武汉万达东湖置业有限公司,6,1447,114.345027,30.566045,114.333097984374,30.5622708425604,4,2014,1,4.5
保利心语二期彼岸,39750,洪山,珞狮南路,(洪山珞狮南路)马湖路2号,保利（武汉）物业管理有限公司,保利（武汉）房地产开发有限公司,45,139,114.333815,30.481749,114.321846705131,30.4782156901502,0,2011,0,2.2
石化大院,40018,武昌,中南丁字桥,(武昌中南丁字桥)中南路8号,街道办事处（居委会）代管物业,无开发商,1,16,114.339165,30.541878,114.327199973579,30.538218243038,2,1995,1,0.3
外滩棕榈泉,40035,江岸,三阳路,(江岸三阳路)沿江大道229号,香港戴德梁行物业管理有限公司,湖北省铁路建设投资集团有限责任公司,9,922,114.316222,30.607363,114.304196379578,30.6040693293248,1,2006,2,2.18
保利心语五期紫岸,40151,洪山,珞狮南路,(洪山珞狮南路)马湖路2号,保利（武汉）物业管理有限公司,保利房地产（集团）股份有限公司,46,169,114.33492741866,30.478290196375,114.322966217853,30.474736744435,0,2008,0,2.2
金都汉宫,40279,武昌,积玉桥,(武昌积玉桥)积玉桥临江大道66号,浙江金都物业管理有限公司武汉分公司,武汉市金都房地产有限公司,8,1132,114.30980666841,30.563115036292,114.297799421454,30.5598911742143,2,2009,1,2.2
驿山高尔夫,40381,东湖高新,光谷东,(东湖高新光谷东)高新大道789号,武汉联投泰格物业管理有限公司,武汉长江国际高尔夫俱乐部有限公司,46,276,114.517312,30.502965,114.505527746343,30.4994834902808,0,2015,0,6.0
光谷步行街意大利风情街,40390,东湖高新,光谷广场,(东湖高新光谷广场)珞雄路19号,暂无信息,暂无信息,2,48,114.413809,30.508216,114.401679726752,30.5047874055046,2,0,0,-1.0
永平花园,4062,新洲,阳逻,(新洲阳逻)永平街181号,暂无信息,暂无信息,11,354,114.57716447449,30.657152170746,114.565564715033,30.653732845469,0,0,3,0.8
复地东湖国际三期,40736,武昌,中北路,(武昌中北路)中北路118号,武汉东湖高地物业管理有限公司,武汉中北房地产开发有限公司,16,1009,114.360293,30.567379,114.348387811914,30.5633994226346,4,2012,3,2.55
水果湖17附2号,40873,武昌,水果湖,(武昌水果湖)水果湖17附2号,无物业管理服务,暂无信息,1,40,114.350957,30.553375,114.33903337391,30.5495041232854,2,0,1,-1.0
保利拉菲堂皇,40989,洪山,卓刀泉,(洪山卓刀泉)雄楚大道保利拉菲堂皇,武汉保利物业管理有限公司,武汉林海房地产开发有限公司,22,118,114.379445,30.504604,114.367472246462,30.5006641593121,0,2012,0,2.9
泛海国际兰海园,41615,江汉,CBD西北湖,(江汉CBD西北湖)中央商务区淮海路中段泛海国际兰海园,泛海物业管理武汉有限公司,武汉中央商务区建设投资股份有限公司,5,320,114.255263,30.606842,114.243420225917,30.6029927782997,3,2014,1,5.0
世界城光谷步行街,43082,东湖高新,光谷广场,(东湖高新光谷广场)高新区武昌珞瑜路光谷广场东,暂无信息,暂无信息,7,28,114.408962,30.510962,114.396846463571,30.5074712012663,2,0,1,-1.0
东方红小区,4333,新洲,阳逻,(新洲阳逻)军安道东方红小区,暂无信息,暂无信息,8,220,114.58171012111,30.654577781925,114.570137981117,30.6510844328318,0,2005,3,0.8
莲花湖小区,4367,东西湖,东西湖其它,(东西湖东西湖其它)三店西路金山大道,业主自筹物业,暂无信息,16,848,114.13544235422,30.649036665122,114.123299458455,30.6449986638462,0,1997,1,1.5
帝斯曼国际中心,44622,武昌,中南丁字桥,(武昌中南丁字桥)武珞路421号,戴德梁行顾问有限公司,丰泰置业有限公司,2,570,114.336226,30.541282,114.324251182395,30.5376805294849,2,2016,3,3.39
汉阳大街针织里200号,4564,蔡甸,蔡甸其它,(蔡甸蔡甸其它)汉阳大街针织里200号,暂无信息,暂无信息,1,12,114.02565126547,30.595077271327,114.013574223925,30.5913223626719,0,0,0,-1.0
花园苑,4620,新洲,阳逻,(新洲阳逻)新龙街花园苑,暂无信息,暂无信息,1,42,114.57930810107,30.652518735209,114.567719030961,30.6490649958131,0,0,0,-1.0
潘龙小区,4662,新洲,阳逻,(新洲阳逻)阳逻潘龙路20号,暂无信息,暂无信息,11,367,114.5694223576,30.655645441292,114.557768654321,30.6523504398421,0,2006,3,0.5
针织里46号,4705,蔡甸,蔡甸其它,(蔡甸蔡甸其它)武汉市蔡甸区针织里46号,暂无信息,暂无信息,1,1,114.02649730816,30.597995087563,114.014411698802,30.5942488289166,0,0,0,-1.0
玫瑰园小区,4709,新洲,阳逻,(新洲阳逻)鄂发街67号,暂无信息,暂无信息,3,152,114.570582,30.659217,114.558939093908,30.6559036422201,0,2005,3,0.8
海峡创业城二期,4750,东西湖,吴家山,(东西湖吴家山)七雄路9号,暂无信息,暂无信息,4,82,114.13731286824,30.615762776305,114.125177578744,30.6117586995859,0,0,0,-1.0
蔡张二路39号,4805,蔡甸,蔡甸其它,(蔡甸蔡甸其它)蔡张二路39号,暂无信息,暂无信息,1,6,114.03050184401,30.59798092042,114.018388336916,30.5942884116756,0,0,0,-1.0
蔡正街5号,4863,蔡甸,蔡甸其它,(蔡甸蔡甸其它)蔡正街5号,暂无信息,暂无信息,3,65,114.040076,30.592421,114.027898843432,30.5888744399996,0,0,1,-1.0
百合佳园二期,4945,黄陂,黄陂其它,(黄陂黄陂其它)前进大街百合佳园,业主自筹物业,武汉顺风房地产开发有限公司,3,60,114.306272,30.807561,114.294247916258,30.8042357392534,0,2006,1,0.3
文正街32号,4964,蔡甸,蔡甸其它,(蔡甸蔡甸其它)文正街32号,暂无信息,暂无信息,2,84,114.02734031602,30.596267449544,114.015250659865,30.5925330358203,0,0,1,-1.0
蔡甸街小龚家岭65号,5014,蔡甸,蔡甸其它,(蔡甸蔡甸其它)蔡甸街小龚家岭65号,暂无信息,暂无信息,1,8,114.0304517411,30.59587823254,114.018340662065,30.5921863266071,0,0,0,-1.0
武汉天地一期A7,50212,江岸,黄埔永清,(江岸黄埔永清)芦沟桥路28号,上海丰诚物业管理有限公司武汉分公司,武汉瑞安天地房地产发展有限公司,8,267,114.31867602199,30.61397550176,114.306646346587,30.610649383494,8,2011,1,2.8
常乐新城,5033,新洲,阳逻,(新洲阳逻)军安道413号,暂无信息,暂无信息,23,692,114.580724,30.654171,114.569145302301,30.6506937022169,0,2006,3,0.6
卧龙小区,5055,新洲,阳逻,(新洲阳逻)军安道卧龙小区,暂无信息,暂无信息,3,74,114.57782780163,30.65543852954,114.566231082092,30.6520085802244,0,2007,3,0.6
鑫安花园,5068,新洲,阳逻,(新洲阳逻)环城路56号,暂无信息,暂无信息,6,278,114.56908217181,30.662720057147,114.557432234806,30.6594287980107,0,2003,1,0.7
中鑫花园,5106,新洲,阳逻,(新洲阳逻)平江东路315号,暂无信息,暂无信息,2,88,114.581769,30.65981,114.570201554024,30.6563146615614,0,2006,3,0.8
蔡河街23号院,5110,蔡甸,蔡甸其它,(蔡甸蔡甸其它)蔡河街23号,暂无信息,暂无信息,1,24,114.03745942295,30.595341982947,114.025298302282,30.5917543181624,0,0,1,-1.0
天益华庭,5120,新洲,阳逻,(新洲阳逻)育才街天益华庭,暂无信息,暂无信息,2,126,114.57674264083,30.659156079602,114.565141670234,30.6557433462499,0,0,0,-1.0
红霞名苑,5135,洪山,白沙洲,(洪山白沙洲)黄家湖大学城,暂无信息,暂无信息,16,1386,114.26365830197,30.438233436803,114.251823274091,30.4345348434579,0,2001,2,-1.0
蔡河街73号,5137,蔡甸,蔡甸其它,(蔡甸蔡甸其它)蔡河街73号,暂无信息,暂无信息,1,24,114.04081907288,30.594996663505,114.028634408485,30.5914595825502,0,0,0,-1.0
外环花园,5142,新洲,阳逻,(新洲阳逻)新龙街外环花园,暂无信息,暂无信息,8,344,114.58191416904,30.653364576694,114.570342472247,30.6498682198316,0,0,1,0.6
纯水岸东湖天樾二期,51585,洪山,东湖东亭,(洪山东湖东亭)欢乐大道166号,深圳市华侨城物业服务有限公司武汉分公司,武汉华侨城实业发展有限公司,54,340,114.388088,30.592168,114.376096897389,30.5883168220093,0,2013,1,4.67
红霞新村,5190,洪山,白沙洲,(洪山白沙洲)青菱乡红霞村,街道办事处（居委会）代管物业,暂无信息,20,777,114.264874,30.441764,114.253037320373,30.4380826444398,0,2009,1,0.6
汉阳大街61号,5222,蔡甸,蔡甸其它,"(蔡甸蔡甸其它)汉阳大街61号,汉阳大街61附7号",暂无信息,暂无信息,2,30,114.03118128383,30.591072702675,114.019069307716,30.5873940486545,0,1998,1,0.5
中建壹品新城,5292,新洲,阳逻,(新洲阳逻)金发大道中建壹品新城,暂无信息,暂无信息,6,752,114.5900022427,30.732584706693,114.578475060709,30.7289338271789,0,2004,1,1.1
联投佩尔创意SOHO,5303,江夏,藏龙岛,(江夏藏龙岛)流芳路52号,武汉天源物业管理有限责任公司,武汉联投佩尔置业有限公司,2,15,114.449966,30.423653,114.43794996126,30.4201235867625,0,0,3,1.6
